year,donor_name,recipient_name,Principal gender equality,Principal all climate,Principal disability,flow_name,usd_disbursement_deflated
2021,United Kingdom,Tanzania,FALSE,FALSE,FALSE,ODA Grants,40.724584
2021,United Kingdom,Gambia,FALSE,FALSE,FALSE,ODA Grants,23.897375
2021,United Kingdom,Uganda,FALSE,FALSE,FALSE,ODA Grants,57.201495
2021,United Kingdom,Cameroon,FALSE,FALSE,FALSE,ODA Grants,11.130005
2021,United Kingdom,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,92.557755
2021,United Kingdom,Egypt,FALSE,FALSE,FALSE,ODA Grants,19.683955
2021,United Kingdom,Madagascar,FALSE,FALSE,FALSE,ODA Grants,8.214903
2021,United Kingdom,South Sudan,FALSE,FALSE,FALSE,ODA Grants,118.777093
2021,United Kingdom,Zambia,FALSE,FALSE,FALSE,ODA Grants,34.639447
2021,United Kingdom,Rwanda,FALSE,FALSE,TRUE,ODA Grants,0.38681
2021,United Kingdom,Zambia,FALSE,FALSE,TRUE,ODA Grants,0.191183
2021,United Kingdom,Malawi,FALSE,FALSE,TRUE,ODA Grants,1.503445
2021,United Kingdom,Malawi,FALSE,TRUE,FALSE,ODA Grants,10.641713
2021,United Kingdom,Rwanda,TRUE,FALSE,FALSE,ODA Grants,0.388027
2021,United Kingdom,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,142.178316
2021,United Kingdom,Malawi,TRUE,FALSE,FALSE,ODA Grants,9.049139
2021,United Kingdom,Ghana,FALSE,FALSE,FALSE,ODA Grants,24.353911
2021,United Kingdom,Angola,FALSE,FALSE,FALSE,ODA Grants,1.900547
2021,United Kingdom,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,4.47725
2021,United Kingdom,Morocco,FALSE,FALSE,FALSE,ODA Grants,6.970152
2021,United Kingdom,Guinea,FALSE,FALSE,FALSE,ODA Grants,0.976442
2021,United Kingdom,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,45.062843
2021,United Kingdom,Uganda,FALSE,TRUE,FALSE,ODA Grants,9.312989
2021,United Kingdom,Kenya,TRUE,FALSE,FALSE,ODA Grants,16.979599
2021,United Kingdom,Liberia,FALSE,FALSE,FALSE,ODA Grants,3.800551
2021,United Kingdom,Eswatini,FALSE,FALSE,FALSE,ODA Grants,0.517206
2021,United Kingdom,Mozambique,TRUE,FALSE,FALSE,ODA Grants,2.393266
2021,United Kingdom,Ghana,TRUE,FALSE,FALSE,ODA Grants,1.879423
2021,United Kingdom,Ghana,FALSE,TRUE,FALSE,ODA Grants,0.512277
2021,United Kingdom,"Africa, regional",FALSE,TRUE,FALSE,ODA Grants,54.132005
2021,United Kingdom,Nigeria,TRUE,FALSE,FALSE,ODA Grants,28.372716
2021,United Kingdom,Zimbabwe,FALSE,TRUE,FALSE,ODA Grants,4.241817
2021,United Kingdom,Tunisia,FALSE,FALSE,FALSE,ODA Grants,12.943351
2021,United Kingdom,Tanzania,TRUE,FALSE,FALSE,ODA Grants,36.331147
2021,United Kingdom,Eritrea,FALSE,FALSE,FALSE,ODA Grants,2.122161
2021,United Kingdom,Central African Republic,FALSE,FALSE,FALSE,ODA Grants,12.863097
2021,United Kingdom,Chad,FALSE,FALSE,FALSE,ODA Grants,1.560029
2021,United Kingdom,Sudan,FALSE,TRUE,FALSE,ODA Grants,4.377582
2021,United Kingdom,Zimbabwe,TRUE,FALSE,FALSE,ODA Grants,17.474116
2021,United Kingdom,Libya,FALSE,FALSE,FALSE,ODA Grants,15.670183
2021,United Kingdom,Sierra Leone,FALSE,TRUE,FALSE,ODA Grants,10.921058
2021,United Kingdom,South Africa,FALSE,FALSE,TRUE,ODA Grants,0.060092
2021,United Kingdom,Nigeria,FALSE,FALSE,TRUE,ODA Grants,0.175529
2021,United Kingdom,Uganda,TRUE,FALSE,FALSE,ODA Grants,16.062798
2021,United Kingdom,Senegal,TRUE,FALSE,FALSE,ODA Grants,0.050123
2021,United Kingdom,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,0.097673
2021,United Kingdom,Sierra Leone,TRUE,FALSE,FALSE,ODA Grants,2.583227
2021,United Kingdom,Kenya,FALSE,FALSE,TRUE,ODA Grants,0.140222
2021,United Kingdom,Ghana,TRUE,FALSE,TRUE,ODA Grants,0.153391
2021,United Kingdom,Burundi,FALSE,FALSE,FALSE,ODA Grants,1.154756
2021,United Kingdom,Gambia,FALSE,TRUE,FALSE,ODA Grants,0.081256
2021,United Kingdom,Mali,FALSE,FALSE,FALSE,ODA Grants,10.864734
2021,United Kingdom,South Sudan,TRUE,FALSE,FALSE,ODA Grants,0.227117
2021,United Kingdom,Democratic Republic of the Congo,TRUE,FALSE,FALSE,ODA Grants,2.426385
2021,United Kingdom,"Africa, regional",TRUE,FALSE,FALSE,ODA Grants,73.821681
2021,United Kingdom,Zambia,TRUE,FALSE,FALSE,ODA Grants,0.806836
2021,United Kingdom,Zimbabwe,FALSE,FALSE,TRUE,ODA Grants,0.374636
2021,United Kingdom,Egypt,FALSE,TRUE,FALSE,ODA Grants,0.188125
2021,United Kingdom,Uganda,FALSE,FALSE,TRUE,ODA Grants,1.301678
2021,United Kingdom,"Africa, regional",FALSE,FALSE,TRUE,ODA Grants,2.134143
2021,United Kingdom,Burkina Faso,TRUE,FALSE,FALSE,ODA Grants,0.162546
2021,United Kingdom,Egypt,TRUE,FALSE,FALSE,ODA Grants,1.351633
2021,United Kingdom,Gambia,TRUE,FALSE,FALSE,ODA Grants,0.015306
2021,United Kingdom,Algeria,FALSE,FALSE,FALSE,ODA Grants,7.974802
2021,United Kingdom,Mali,TRUE,FALSE,FALSE,ODA Grants,0.122656
2021,United Kingdom,Libya,TRUE,FALSE,FALSE,ODA Grants,0.923839
2021,United Kingdom,Algeria,TRUE,FALSE,TRUE,ODA Grants,0.042836
2021,United Kingdom,Morocco,FALSE,FALSE,TRUE,ODA Grants,2.165832
2021,United Kingdom,Guinea-Bissau,FALSE,FALSE,FALSE,ODA Grants,0.404716
2021,United Kingdom,Rwanda,FALSE,TRUE,FALSE,ODA Grants,0.756991
2021,United Kingdom,Nigeria,FALSE,TRUE,FALSE,ODA Grants,6.55474
2021,United Kingdom,South Sudan,FALSE,TRUE,FALSE,ODA Grants,5.695481
2021,United Kingdom,Tanzania,FALSE,TRUE,FALSE,ODA Grants,2.232785
2021,United Kingdom,Kenya,FALSE,TRUE,FALSE,ODA Grants,2.255786
2021,United Kingdom,South Africa,FALSE,TRUE,FALSE,Equity Investment,83.379289
2021,United Kingdom,South Africa,FALSE,TRUE,FALSE,ODA Grants,5.166852
2021,United Kingdom,Comoros,FALSE,FALSE,FALSE,ODA Grants,0.193075
2021,United Kingdom,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,12.358124
2021,United Kingdom,Congo,FALSE,FALSE,FALSE,ODA Grants,0.10915
2021,United Kingdom,Ethiopia,FALSE,TRUE,FALSE,ODA Grants,0.840679
2021,United Kingdom,Sudan,TRUE,FALSE,FALSE,ODA Grants,6.433918
2021,United Kingdom,Cabo Verde,FALSE,FALSE,FALSE,ODA Grants,0.282201
2021,United Kingdom,Ghana,FALSE,FALSE,TRUE,ODA Grants,5.96998
2021,United Kingdom,Somalia,TRUE,FALSE,FALSE,ODA Grants,23.344627
2021,United Kingdom,Zambia,FALSE,TRUE,FALSE,ODA Grants,0.569377
2021,United Kingdom,Equatorial Guinea,FALSE,FALSE,FALSE,ODA Grants,0.037716
2021,United Kingdom,Benin,FALSE,FALSE,FALSE,ODA Grants,0.039368
2021,United Kingdom,Mauritania,FALSE,FALSE,FALSE,ODA Grants,0.681494
2021,United Kingdom,Gambia,FALSE,FALSE,TRUE,ODA Grants,0.039821
2021,France,Benin,FALSE,FALSE,FALSE,ODA Grants,34.103376
2021,France,Madagascar,FALSE,FALSE,FALSE,ODA Grants,54.2749520000002
2021,France,Tunisia,FALSE,FALSE,FALSE,ODA Grants,78.168161
2021,France,Mali,FALSE,FALSE,FALSE,ODA Grants,91.179597
2021,France,Morocco,FALSE,FALSE,FALSE,ODA Grants,168.301411
2021,Slovak Republic,South Sudan,FALSE,FALSE,FALSE,ODA Grants,0.158248
2021,Slovak Republic,Kenya,FALSE,FALSE,FALSE,ODA Grants,1.98699
2021,Slovak Republic,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,0.127945
2021,Slovak Republic,Ghana,FALSE,FALSE,FALSE,ODA Grants,0.0052
2021,Switzerland,Burundi,FALSE,FALSE,FALSE,ODA Grants,8.512475
2021,Switzerland,Ghana,FALSE,FALSE,FALSE,ODA Grants,18.739953
2021,Slovak Republic,Kenya,FALSE,TRUE,FALSE,ODA Grants,0.081316
2021,Slovak Republic,Uganda,FALSE,FALSE,FALSE,ODA Grants,0.171095
2021,Slovak Republic,Rwanda,FALSE,FALSE,FALSE,ODA Grants,3.291665
2021,Slovak Republic,Lesotho,FALSE,FALSE,FALSE,ODA Grants,0.025138
2021,Slovak Republic,Kenya,TRUE,FALSE,FALSE,ODA Grants,0.151013
2021,Slovak Republic,Sudan,FALSE,FALSE,FALSE,ODA Grants,0.030457
2021,Switzerland,Cameroon,FALSE,FALSE,FALSE,ODA Grants,10.100109
2021,Switzerland,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,32.900564
2021,Switzerland,Tanzania,FALSE,FALSE,FALSE,ODA Grants,31.253707
2021,Switzerland,Kenya,FALSE,FALSE,FALSE,ODA Grants,13.04791
2021,Switzerland,Tunisia,FALSE,FALSE,FALSE,ODA Grants,20.273191
2021,Switzerland,Tunisia,TRUE,FALSE,FALSE,ODA Grants,0.196276
2021,Switzerland,Congo,FALSE,FALSE,FALSE,ODA Grants,0.18515
2021,Switzerland,Egypt,FALSE,FALSE,FALSE,ODA Grants,21.573634
2021,Switzerland,Egypt,TRUE,FALSE,FALSE,ODA Grants,4.924502
2021,Switzerland,Kenya,TRUE,FALSE,FALSE,ODA Grants,0.137606
2021,Switzerland,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,23.364218
2021,Switzerland,Somalia,FALSE,FALSE,FALSE,ODA Grants,21.175822
2021,Switzerland,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,0.958129
2021,Switzerland,Liberia,FALSE,FALSE,FALSE,ODA Grants,0.039513
2021,Switzerland,Madagascar,FALSE,FALSE,FALSE,ODA Grants,5.462327
2021,Switzerland,Mali,FALSE,FALSE,FALSE,ODA Grants,40.207291
2021,Switzerland,Eritrea,FALSE,FALSE,FALSE,ODA Grants,1.165586
2021,Slovak Republic,Somalia,FALSE,FALSE,FALSE,ODA Grants,0.073534
2021,Slovak Republic,Congo,FALSE,FALSE,FALSE,ODA Grants,1.34114
2021,Slovak Republic,Algeria,FALSE,FALSE,FALSE,ODA Grants,1.34114
2021,Switzerland,Togo,FALSE,FALSE,FALSE,ODA Grants,1.466946
2021,Switzerland,Uganda,FALSE,FALSE,TRUE,ODA Grants,0.052626
2021,Switzerland,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,9.430486
2021,Switzerland,Zambia,FALSE,FALSE,FALSE,ODA Grants,0.722826
2021,Switzerland,Senegal,FALSE,FALSE,FALSE,ODA Grants,4.748584
2021,Switzerland,Morocco,FALSE,FALSE,FALSE,ODA Grants,4.088598
2021,Switzerland,Morocco,TRUE,FALSE,FALSE,ODA Grants,0.341335
2021,Switzerland,Algeria,TRUE,FALSE,FALSE,ODA Grants,0.014769
2021,Switzerland,Algeria,FALSE,FALSE,FALSE,ODA Grants,2.238957
2021,Switzerland,Tanzania,TRUE,FALSE,FALSE,ODA Grants,1.78435
2021,Switzerland,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,48.971481
2021,Switzerland,Mali,TRUE,FALSE,FALSE,ODA Grants,1.435576
2021,Switzerland,South Africa,FALSE,FALSE,FALSE,ODA Grants,11.658821
2021,Switzerland,Benin,TRUE,FALSE,FALSE,ODA Grants,1.241724
2021,Switzerland,Benin,FALSE,FALSE,FALSE,ODA Grants,27.01705
2021,Switzerland,Mozambique,FALSE,FALSE,FALSE,ODA Grants,31.191498
2021,Switzerland,Chad,FALSE,FALSE,FALSE,ODA Grants,29.265015
2021,Switzerland,Ethiopia,FALSE,FALSE,TRUE,ODA Grants,0.112895
2021,Switzerland,Lesotho,FALSE,FALSE,FALSE,ODA Grants,0.410623
2021,Switzerland,Sudan,FALSE,FALSE,FALSE,ODA Grants,13.524864
2021,Switzerland,Kenya,FALSE,TRUE,FALSE,ODA Grants,0.078402
2021,Switzerland,South Sudan,FALSE,FALSE,FALSE,ODA Grants,23.680196
2021,Switzerland,Ethiopia,FALSE,TRUE,FALSE,ODA Grants,0.54667
2021,Switzerland,Mali,FALSE,TRUE,FALSE,ODA Grants,0.157665
2021,Switzerland,Somalia,FALSE,TRUE,FALSE,ODA Grants,0.075181
2021,Switzerland,Niger,TRUE,FALSE,FALSE,ODA Grants,0.092909
2021,Switzerland,Guinea-Bissau,FALSE,FALSE,FALSE,ODA Grants,0.40477
2021,Switzerland,Tanzania,FALSE,TRUE,FALSE,ODA Grants,0.033531
2021,Switzerland,Sierra Leone,FALSE,FALSE,FALSE,ODA Grants,0.020118
2021,Switzerland,Rwanda,FALSE,FALSE,FALSE,ODA Grants,6.312186
2021,Switzerland,Burkina Faso,TRUE,FALSE,FALSE,ODA Grants,1.185339
2021,Switzerland,Rwanda,TRUE,FALSE,FALSE,ODA Grants,1.602646
2021,Switzerland,Uganda,FALSE,FALSE,FALSE,ODA Grants,3.120211
2021,Switzerland,"Africa, regional",FALSE,FALSE,FALSE,ODA Grants,22.177376
2021,Switzerland,Burkina Faso,FALSE,FALSE,TRUE,ODA Grants,0.569023
2021,Switzerland,Zimbabwe,TRUE,FALSE,FALSE,ODA Grants,0.437052
2021,Switzerland,Central African Republic,FALSE,FALSE,FALSE,ODA Grants,10.789534
2021,Switzerland,Senegal,TRUE,FALSE,FALSE,ODA Grants,0.36115
2021,Switzerland,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,0.547978
2021,Switzerland,Guinea,TRUE,FALSE,FALSE,ODA Grants,0.113276
2021,Switzerland,Guinea,FALSE,FALSE,FALSE,ODA Grants,1.529515
2021,Switzerland,South Africa,TRUE,FALSE,FALSE,ODA Grants,0.05907
2021,Switzerland,Senegal,FALSE,TRUE,FALSE,ODA Grants,0.283799
2021,Switzerland,Democratic Republic of the Congo,TRUE,FALSE,FALSE,ODA Grants,1.837792
2021,Switzerland,Madagascar,TRUE,FALSE,FALSE,ODA Grants,0.151072
2021,Switzerland,Burkina Faso,FALSE,TRUE,FALSE,ODA Grants,1.122508
2021,Switzerland,Nigeria,FALSE,FALSE,FALSE,ODA Grants,15.266415
2021,Switzerland,Chad,TRUE,FALSE,FALSE,ODA Grants,0.390216
2021,Switzerland,Congo,TRUE,FALSE,FALSE,ODA Grants,0.041886
2021,Switzerland,Togo,TRUE,FALSE,FALSE,ODA Grants,0.156791
2021,Switzerland,South Sudan,TRUE,FALSE,TRUE,ODA Grants,0.075181
2021,Switzerland,Malawi,FALSE,FALSE,FALSE,ODA Grants,0.646311
2021,Switzerland,Congo,FALSE,FALSE,TRUE,ODA Grants,0.073784
2021,Switzerland,Libya,FALSE,FALSE,FALSE,ODA Grants,7.90387
2021,Switzerland,Niger,FALSE,FALSE,FALSE,ODA Grants,31.898895
2021,Switzerland,Chad,FALSE,TRUE,FALSE,ODA Grants,0.227268
2021,Switzerland,"Africa, regional",FALSE,TRUE,FALSE,ODA Grants,3.208866
2021,Switzerland,Nigeria,TRUE,FALSE,FALSE,ODA Grants,0.022554
2021,Switzerland,Cameroon,TRUE,FALSE,FALSE,ODA Grants,0.126508
2021,Switzerland,Gambia,FALSE,FALSE,FALSE,ODA Grants,1.016283
2021,Switzerland,Angola,FALSE,FALSE,FALSE,ODA Grants,0.10491
2021,Switzerland,Côte d'Ivoire,TRUE,FALSE,FALSE,ODA Grants,0.000537
2021,Switzerland,Burkina Faso,TRUE,FALSE,TRUE,ODA Grants,0.000107
2021,Switzerland,South Sudan,TRUE,FALSE,FALSE,ODA Grants,0.89808
2021,Switzerland,Benin,FALSE,TRUE,FALSE,ODA Grants,0.030686
2021,Switzerland,Cabo Verde,FALSE,FALSE,FALSE,ODA Grants,0.025776
2021,Switzerland,Guinea-Bissau,TRUE,FALSE,FALSE,ODA Grants,0.156133
2021,Switzerland,Angola,FALSE,FALSE,TRUE,ODA Grants,0.002148
2021,Switzerland,Angola,TRUE,FALSE,FALSE,ODA Grants,0.003222
2021,Switzerland,Mozambique,TRUE,FALSE,FALSE,ODA Grants,1.150553
2021,Switzerland,Gabon,FALSE,FALSE,FALSE,ODA Grants,0.004243
2021,Switzerland,Madagascar,FALSE,TRUE,FALSE,ODA Grants,0.043282
2021,Switzerland,Cameroon,FALSE,FALSE,TRUE,ODA Grants,0.009666
2021,Switzerland,Uganda,TRUE,FALSE,FALSE,ODA Grants,0.15483
2021,Switzerland,Mauritania,FALSE,FALSE,FALSE,ODA Grants,0.461191
2021,Switzerland,Togo,FALSE,TRUE,FALSE,ODA Grants,0.01151
2021,Switzerland,Madagascar,FALSE,FALSE,TRUE,ODA Grants,0.275334
2021,Switzerland,Egypt,FALSE,TRUE,FALSE,ODA Grants,0.00537
2021,Switzerland,Guinea-Bissau,FALSE,TRUE,FALSE,ODA Grants,0.00624
2021,Switzerland,Burundi,TRUE,FALSE,FALSE,ODA Grants,0.00192
2021,Switzerland,Somalia,TRUE,FALSE,FALSE,ODA Grants,4.321003
2021,Switzerland,Namibia,FALSE,FALSE,FALSE,ODA Grants,0.428564
2021,Switzerland,Algeria,FALSE,TRUE,FALSE,ODA Grants,0.020166
2021,Switzerland,Democratic Republic of the Congo,FALSE,TRUE,FALSE,ODA Grants,0.007889
2021,Switzerland,Niger,FALSE,TRUE,FALSE,ODA Grants,0.840568
2021,Switzerland,Kenya,FALSE,FALSE,TRUE,ODA Grants,0.129703
2021,Switzerland,Senegal,TRUE,TRUE,FALSE,ODA Grants,0.03222
2021,Switzerland,Niger,FALSE,FALSE,TRUE,ODA Grants,0.001074
2021,Switzerland,Sierra Leone,TRUE,FALSE,FALSE,ODA Grants,0.01074
2021,Switzerland,Mozambique,FALSE,TRUE,FALSE,ODA Grants,0.120823
2021,Switzerland,Guinea,FALSE,FALSE,TRUE,ODA Grants,0.074269
2021,Switzerland,Eswatini,FALSE,FALSE,FALSE,ODA Grants,0.644405
2021,Switzerland,Mauritania,TRUE,FALSE,FALSE,ODA Grants,0.00711
2021,Switzerland,Tanzania,FALSE,FALSE,TRUE,ODA Grants,0.034368
2021,Switzerland,Cameroon,FALSE,TRUE,FALSE,ODA Grants,0.022821
2021,Switzerland,Cameroon,TRUE,TRUE,FALSE,ODA Grants,0.025388
2021,Switzerland,Chad,TRUE,FALSE,TRUE,ODA Grants,0.003477
2021,Switzerland,Chad,TRUE,TRUE,FALSE,ODA Grants,0.00399
2021,Switzerland,Tunisia,FALSE,TRUE,FALSE,ODA Grants,1.860914
2021,Switzerland,South Africa,FALSE,TRUE,FALSE,ODA Grants,2.313528
2021,Switzerland,Ghana,FALSE,TRUE,FALSE,ODA Grants,1.530565
2021,Switzerland,Sudan,TRUE,FALSE,FALSE,ODA Grants,0.714216
2021,Switzerland,South Sudan,FALSE,TRUE,FALSE,ODA Grants,0.322202
2021,Switzerland,"Africa, regional",TRUE,FALSE,FALSE,ODA Grants,0.168029
2021,Switzerland,Zimbabwe,FALSE,TRUE,FALSE,ODA Grants,1.559444
2021,Switzerland,"Africa, regional",TRUE,FALSE,FALSE,Equity Investment,0.322203
2021,Switzerland,Equatorial Guinea,FALSE,FALSE,FALSE,ODA Grants,0.005339
2021,France,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,72.6980669999999
2021,France,Senegal,FALSE,FALSE,FALSE,ODA Grants,99.201318
2021,France,Cameroon,FALSE,FALSE,FALSE,ODA Grants,38.169263
2021,France,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,174.125102
2021,France,Kenya,FALSE,FALSE,FALSE,ODA Grants,9.82381
2021,France,Namibia,FALSE,FALSE,FALSE,ODA Grants,1.293117
2021,France,South Africa,FALSE,FALSE,FALSE,ODA Grants,8.429758
2021,France,Niger,FALSE,FALSE,FALSE,ODA Grants,64.591757
2021,France,Ghana,FALSE,FALSE,FALSE,ODA Grants,10.64957
2021,France,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,4.368476
2021,France,Gabon,FALSE,FALSE,FALSE,ODA Grants,22.509619
2021,France,Algeria,FALSE,FALSE,FALSE,ODA Grants,120.809846
2021,France,Mauritius,FALSE,FALSE,FALSE,ODA Grants,9.713187
2021,France,Congo,FALSE,FALSE,FALSE,ODA Grants,26.325544
2021,France,Uganda,FALSE,FALSE,FALSE,ODA Grants,11.762098
2021,France,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,29.422452
2021,France,Guinea,FALSE,FALSE,FALSE,ODA Grants,34.821095
2021,France,Chad,FALSE,FALSE,FALSE,ODA Grants,58.884192
2021,France,Togo,FALSE,FALSE,FALSE,ODA Grants,22.740893
2021,France,Egypt,FALSE,FALSE,FALSE,ODA Grants,45.29411
2021,France,Mozambique,FALSE,FALSE,FALSE,ODA Grants,14.615637
2021,France,Burundi,FALSE,FALSE,FALSE,ODA Grants,8.183252
2021,France,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,37.824653
2021,France,Nigeria,FALSE,FALSE,FALSE,ODA Grants,16.193125
2021,France,Lesotho,FALSE,FALSE,FALSE,ODA Grants,0.561704
2021,France,Eswatini,FALSE,FALSE,FALSE,ODA Grants,0.133388
2021,France,Sao Tome and Principe,FALSE,FALSE,FALSE,ODA Grants,0.453393
2021,France,Mauritania,FALSE,FALSE,FALSE,ODA Grants,16.396517
2021,France,Cabo Verde,FALSE,FALSE,FALSE,ODA Grants,1.161565
2021,France,Gambia,FALSE,FALSE,FALSE,ODA Grants,0.951707
2021,France,South Sudan,FALSE,FALSE,FALSE,ODA Grants,4.624901
2021,France,Sierra Leone,FALSE,FALSE,FALSE,ODA Grants,1.514547
2021,France,Liberia,FALSE,FALSE,FALSE,ODA Grants,5.804534
2021,France,Malawi,FALSE,FALSE,FALSE,ODA Grants,2.666134
2021,France,Angola,FALSE,FALSE,FALSE,ODA Grants,16.757155
2021,France,Somalia,FALSE,FALSE,FALSE,ODA Grants,19.052915
2021,France,Rwanda,FALSE,FALSE,FALSE,ODA Grants,10.698311
2021,France,Botswana,FALSE,FALSE,FALSE,ODA Grants,1.391902
2021,France,Sudan,FALSE,FALSE,FALSE,ODA Grants,39.366776
2021,France,Zambia,FALSE,FALSE,FALSE,ODA Grants,2.018261
2021,France,Djibouti,FALSE,FALSE,FALSE,ODA Grants,10.036118
2021,France,Ghana,FALSE,TRUE,FALSE,ODA Grants,0.005497
2021,France,Burkina Faso,FALSE,TRUE,FALSE,ODA Grants,8.458486
2021,France,Comoros,FALSE,FALSE,FALSE,ODA Grants,35.511861
2021,France,Congo,FALSE,TRUE,FALSE,ODA Grants,0.083999
2021,France,Algeria,TRUE,FALSE,FALSE,ODA Grants,0.369091
2021,France,Algeria,FALSE,TRUE,FALSE,ODA Grants,0.045471
2021,France,Kenya,TRUE,FALSE,FALSE,ODA Grants,0.644016
2021,France,South Africa,FALSE,TRUE,FALSE,ODA Grants,0.079999
2021,France,Congo,TRUE,FALSE,FALSE,ODA Grants,0.849268
2021,France,Equatorial Guinea,FALSE,FALSE,FALSE,ODA Grants,2.430803
2021,France,Central African Republic,TRUE,FALSE,FALSE,ODA Grants,3.461355
2021,France,Djibouti,TRUE,FALSE,FALSE,ODA Grants,0.495604
2021,France,Angola,TRUE,FALSE,FALSE,ODA Grants,0.39226
2021,France,Equatorial Guinea,TRUE,FALSE,FALSE,ODA Grants,0.007632
2021,France,Equatorial Guinea,FALSE,FALSE,TRUE,ODA Grants,0.009444
2021,France,Burkina Faso,TRUE,FALSE,FALSE,ODA Grants,8.568134
2021,France,Algeria,FALSE,FALSE,TRUE,ODA Grants,0.243597
2021,France,Central African Republic,FALSE,FALSE,FALSE,ODA Grants,23.134815
2021,France,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,1.400734
2021,France,Egypt,TRUE,FALSE,FALSE,ODA Grants,0.284677
2021,France,Cameroon,TRUE,FALSE,FALSE,ODA Grants,1.639852
2021,France,Algeria,TRUE,FALSE,TRUE,ODA Grants,0.021653
2021,France,Benin,TRUE,FALSE,FALSE,ODA Grants,4.043523
2021,France,Ghana,TRUE,FALSE,FALSE,ODA Grants,0.10788
2021,France,South Africa,TRUE,FALSE,FALSE,ODA Grants,0.425113
2021,France,Comoros,TRUE,FALSE,FALSE,ODA Grants,1.631869
2021,France,Botswana,TRUE,FALSE,FALSE,ODA Grants,0.026742
2021,France,Côte d'Ivoire,TRUE,FALSE,FALSE,ODA Grants,0.813478
2021,France,Burkina Faso,FALSE,FALSE,TRUE,ODA Grants,0.002734
2021,France,Egypt,FALSE,FALSE,TRUE,ODA Grants,0.021653
2021,France,Morocco,FALSE,FALSE,FALSE,ODA Loans,280.056572
2021,France,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Loans,69.405084
2021,France,Nigeria,FALSE,TRUE,FALSE,ODA Grants,0.075786
2021,France,Tunisia,FALSE,FALSE,FALSE,ODA Loans,129.130452
2021,France,Uganda,FALSE,TRUE,FALSE,ODA Grants,0.370861
2021,France,Côte d'Ivoire,FALSE,TRUE,FALSE,ODA Grants,0.462294
2021,France,Senegal,FALSE,TRUE,FALSE,ODA Grants,9.979364
2021,France,Kenya,FALSE,FALSE,FALSE,ODA Loans,49.932521
2021,France,Tunisia,FALSE,TRUE,FALSE,ODA Grants,1.478236
2021,France,Cameroon,FALSE,TRUE,FALSE,ODA Grants,0.597103
2021,France,"Africa, regional",FALSE,FALSE,FALSE,ODA Grants,71.427333
2021,France,Tanzania,FALSE,FALSE,FALSE,ODA Grants,2.128886
2021,France,Congo,FALSE,FALSE,TRUE,ODA Grants,0.009471
2021,France,Guinea,TRUE,FALSE,FALSE,ODA Grants,3.015621
2021,France,Chad,TRUE,FALSE,FALSE,ODA Grants,8.298658
2021,France,Togo,TRUE,FALSE,FALSE,ODA Grants,1.194053
2021,France,Senegal,TRUE,FALSE,FALSE,ODA Grants,6.40173
2021,France,Mali,TRUE,FALSE,FALSE,ODA Grants,2.491829
2021,France,Niger,TRUE,FALSE,FALSE,ODA Grants,2.304567
2021,France,Eritrea,FALSE,FALSE,FALSE,ODA Grants,0.587694
2021,France,Côte d'Ivoire,FALSE,FALSE,TRUE,ODA Grants,0.002707
2021,France,Niger,TRUE,FALSE,TRUE,ODA Grants,0.062093
2021,France,Benin,TRUE,TRUE,FALSE,ODA Grants,0.81968
2021,France,Morocco,TRUE,FALSE,FALSE,ODA Grants,0.700703
2021,France,Tunisia,TRUE,FALSE,FALSE,ODA Grants,1.493063
2021,France,Tanzania,TRUE,FALSE,FALSE,ODA Grants,0.357276
2021,France,Madagascar,FALSE,FALSE,TRUE,ODA Grants,0.223568
2021,France,Libya,TRUE,FALSE,FALSE,ODA Grants,0.873738
2021,France,Congo,TRUE,FALSE,TRUE,ODA Grants,0.004872
2021,France,Cameroon,FALSE,FALSE,TRUE,ODA Grants,0.008661
2021,France,Algeria,TRUE,TRUE,TRUE,ODA Grants,0.01624
2021,France,Madagascar,TRUE,FALSE,FALSE,ODA Grants,0.233173
2021,France,Togo,FALSE,TRUE,FALSE,ODA Grants,3.870985
2021,France,Burkina Faso,TRUE,TRUE,FALSE,ODA Grants,0.045472
2021,France,Senegal,TRUE,TRUE,FALSE,ODA Grants,2.799908
2021,France,Chad,TRUE,TRUE,FALSE,ODA Grants,0.021653
